;------------------------------------------------------------
;1 灵梦
;------------------------------------------------------------
; 立绘尺寸
EagloV1_颜像范围,EagloV_1.webp,0,0,300,300,-100,0
EagloV1_立绘尺寸,EagloV_1.webp,0,0,500,500
;demo
別立ち5_服_通常_1,EagloV_1.webp,0,0,494,500,6,0,,500,500
別顔5_服_通常_1,EagloV_1.webp,94,0,300,300,0,0,,300,300
EagloV1_颜效_心眼,EagloV_1.webp,647,2029,67,19,221,112,,500,500
EagloV1_颜效_闭目眼泪,EagloV_1.webp,342,1978,94,20,207,114,,500,500
EagloV1_颜效_笑目眼泪,EagloV_1.webp,342,1978,94,20,207,114,,500,500
EagloV1_颜效_睁目眼泪,EagloV_1.webp,436,1978,88,20,211,119,,500,500
EagloV1_颜效_睁目黑线,EagloV_1.webp,585,1977,14,14,282,127,,500,500
EagloV1_颜效_闭目黑线,EagloV_1.webp,585,1977,14,14,282,127,,500,500
EagloV1_颜效_颊红,EagloV_1.webp,411,1998,106,34,202,124,,500,500
EagloV1_丁液_先汁,EagloV_1.webp,329,1324,23,120,266,298,,500,500
EagloV1_丁液_垂精,EagloV_1.webp,329,1324,23,120,266,298,,500,500
EagloV1_丁液_射精,EagloV_1.webp,308,1500,167,393,231,31,,500,500
EagloV1_丁日_丁日,EagloV_1.webp,475,1687,86,198,217,302,,500,500
EagloV1_眉_挑眉,EagloV_1.webp,567,2030,80,17,214,89,,500,500
EagloV1_眉_常眉,EagloV_1.webp,411,2032,84,15,207,91,,500,500
EagloV1_眉_皱眉,EagloV_1.webp,495,2032,72,15,214,91,,500,500
EagloV1_目_笑目,EagloV_1.webp,329,1473,99,24,204,107,,500,500
EagloV1_目_闭目,EagloV_1.webp,329,1473,99,24,204,107,,500,500
EagloV1_目_单目,EagloV_1.webp,517,1998,101,32,202,107,,500,500
EagloV1_目_半目,EagloV_1.webp,306,2000,105,35,201,104,,500,500
EagloV1_目_常目,EagloV_1.webp,0,2000,102,40,202,99,,500,500
EagloV1_目_暗目,EagloV_1.webp,102,2000,102,40,202,99,,500,500
EagloV1_目_白目,EagloV_1.webp,204,2000,102,40,202,99,,500,500
EagloV1_鼻_鼻,EagloV_1.webp,561,1977,24,15,242,124,,500,500
EagloV1_颜效_面红,EagloV_1.webp,618,1977,51,52,227,93,,500,500
EagloV1_口_大笑,EagloV_1.webp,308,1978,34,21,242,142,,500,500
EagloV1_口_大口,EagloV_1.webp,524,1977,20,17,249,146,,500,500
EagloV1_口_小口,EagloV_1.webp,544,1977,17,17,251,146,,500,500
EagloV1_口_撇口,EagloV_1.webp,0,2040,22,7,249,151,,500,500
EagloV1_口_闭口,EagloV_1.webp,22,2040,17,5,251,151,,500,500
EagloV1_口_笑口,EagloV_1.webp,306,2035,23,9,247,147,,500,500
EagloV1_服躯_常服,EagloV_1.webp,329,1000,473,324,27,176,,500,500
EagloV1_胸罩,EagloV_1.webp,308,1893,159,85,179,228,,500,500
EagloV1_特效_创可贴,EagloV_1.webp,329,1444,22,29,246,442,,500,500
EagloV1_胖次_灯笼裤,EagloV_1.webp,352,1324,232,118,141,382,,500,500
EagloV1_胖次,EagloV_1.webp,467,1893,152,84,182,402,,500,500
EagloV1_服躯_白无垢,EagloV_1.webp,0,1000,329,500,82,0,,500,500
EagloV1_裸腹_妊肚,EagloV_1.webp,475,1442,159,245,177,216,,500,500
;EagloV1_特效_妊肚,EagloV_1.webp,475,1442,159,245,177,216,,500,500
EagloV1_服躯_兔女郎,EagloV_1.webp,0,1500,308,500,90,0,,500,500
EagloV1_连体内衣_兔女郎,EagloV_1.webp,0,1500,308,500,90,0,,500,500
EagloV1_裸躯_躯干,EagloV_1.webp,0,500,494,500,6,0,,500,500

;------------------------------------------------------------
;17 爱丽丝
;------------------------------------------------------------
; 立绘尺寸
EagloV17_颜像范围,EagloV_17.webp,0,0,300,300,-100,0
EagloV17_立绘尺寸,EagloV_17.webp,0,0,500,500
;demo
別立ち4_服_通常_17,EagloV_17.webp,0,0,439,498,37,2,,500,500
別顔4_服_通常_17,EagloV_17.webp,63,0,300,298,0,2,,300,300
EagloV17_特效_人偶愤怒,EagloV_17.webp,0,1399,144,50,64,221,,500,500
EagloV17_特效_人偶愉悦,EagloV_17.webp,271,996,59,50,64,221,,500,500
EagloV17_特效_人偶欲求,EagloV_17.webp,271,1046,59,50,64,221,,500,500
EagloV17_特效_人偶不悦,EagloV_17.webp,271,1096,59,50,64,221,,500,500
EagloV17_特效_人偶疑惑,EagloV_17.webp,249,1220,59,50,64,221,,500,500
EagloV17_特效_人偶沉默,EagloV_17.webp,249,1270,59,50,64,221,,500,500
EagloV17_特效_人偶绝顶,EagloV_17.webp,240,1371,59,50,64,221,,500,500
EagloV17_特效_人偶流汗,EagloV_17.webp,430,1256,59,50,64,221,,500,500
EagloV17_特效_人偶悲伤,EagloV_17.webp,677,1100,59,50,64,221,,500,500
EagloV17_特效_人偶惊讶,EagloV_17.webp,677,1150,59,50,64,221,,500,500
EagloV17_特效_人偶羞涩,EagloV_17.webp,677,1200,59,50,64,221,,500,500
EagloV17_特效_人偶睡眠,EagloV_17.webp,967,969,59,50,64,221,,500,500
EagloV17_特效_人偶颊红,EagloV_17.webp,322,1242,69,12,132,276,,500,500
EagloV17_特效_人偶常目,EagloV_17.webp,1006,334,67,39,136,252,,500,500
EagloV17_特效_人偶闭目,EagloV_17.webp,1073,334,65,30,136,261,,500,500
EagloV17_特效_人偶暗目,EagloV_17.webp,926,368,67,39,136,252,,500,500
EagloV17_特效_人偶白目,EagloV_17.webp,993,373,67,39,136,252,,500,500
EagloV17_特效_人偶女仆装,EagloV_17.webp,743,969,224,252,37,166,,500,500
EagloV17_特效_人偶人偶师,EagloV_17.webp,499,848,244,252,37,166,,500,500
EagloV17_丁液_射精,EagloV_17.webp,332,848,167,394,311,82,,500,500
EagloV17_丁液_先汁,EagloV_17.webp,275,1320,32,30,340,340,,500,500
EagloV17_丁液_垂精,EagloV_17.webp,249,996,22,157,344,346,,500,500
EagloV17_丁日_丁日,EagloV_17.webp,308,1256,122,151,247,349,,500,500
EagloV17_颜效_心眼,EagloV_17.webp,809,371,60,30,211,99,,500,500
EagloV17_颜效_眼泪,EagloV_17.webp,845,334,81,37,202,99,,500,500
EagloV17_颜效_颊红,EagloV_17.webp,144,1399,96,50,197,106,,500,500
EagloV17_颜效_黑线,EagloV_17.webp,200,1371,14,14,269,109,,500,500
EagloV17_眉_挑眉,EagloV_17.webp,762,334,83,34,193,79,,500,500
EagloV17_眉_皱眉,EagloV_17.webp,1060,373,75,34,193,79,,500,500
EagloV17_眉_常眉,EagloV_17.webp,926,334,80,34,196,79,,500,500
EagloV17_目_单目,EagloV_17.webp,1059,1018,89,47,199,87,,500,500
EagloV17_目_笑目,EagloV_17.webp,1146,334,87,40,199,94,,500,500
EagloV17_目_闭目,EagloV_17.webp,1146,334,87,40,199,94,,500,500
EagloV17_目_常目,EagloV_17.webp,183,1322,92,49,196,87,,500,500
EagloV17_目_暗目,EagloV_17.webp,967,1019,92,49,196,87,,500,500
