;------------------------------------------------------------
;116_梦月_薮蛇绘
;------------------------------------------------------------
;立ち絵
別立ち2_服_通常_116,116_薮蛇立绘.png,0,0,1102,1102
別立ち2_服_憤怒_116,116_薮蛇立绘.png,1102,0,1102,1102
別立ち2_服_笑顔_116,116_薮蛇立绘.png,2204,0,1102,1102
別立ち2_服_発情_116,116_薮蛇立绘.png,3306,0,1102,1102
別立ち2_裸_通常_116,116_薮蛇立绘.png,0,1102,1102,1102
別立ち2_裸_憤怒_116,116_薮蛇立绘.png,1102,1102,1102,1102
別立ち2_裸_笑顔_116,116_薮蛇立绘.png,2204,1102,1102,1102
別立ち2_裸_発情_116,116_薮蛇立绘.png,3306,1102,1102,1102
;别颜绘
別顔2_服_通常_116,116_薮蛇颜绘.png,0,0,689,689
別顔2_服_笑顔_116,116_薮蛇颜绘.png,689,0,689,689
別顔2_服_憤怒_116,116_薮蛇颜绘.png,1378,0,689,689
別顔2_服_発情_116,116_薮蛇颜绘.png,3445,0,689,689
別顔2_裸_通常_116,116_薮蛇颜绘.png,0,689,689,689
別顔2_裸_笑顔_116,116_薮蛇颜绘.png,689,689,689,689
別顔2_裸_憤怒_116,116_薮蛇颜绘.png,1378,689,689,689
別顔2_裸_発情_116,116_薮蛇颜绘.png,3445,689,689,689
別顔2_裸_自慰_116,116_薮蛇颜绘.png,2756,689,689,689
別顔2_裸_愛撫_116,116_薮蛇颜绘.png,0,1378,689,689
別顔2_裸_性交_116,116_薮蛇颜绘.png,689,1378,689,689
別顔2_照れ_116,116_薮蛇颜绘.png,2067,0,689,689
別顔2_吐息_116,116_薮蛇颜绘.png,1378,1378,689,689
別顔2_汗_116,116_薮蛇颜绘.png,2067,1378,689,689

;------------------------------------------------------------
;117_幻月_薮蛇绘
;------------------------------------------------------------
;立ち絵
別立ち2_服_通常_117,117_薮蛇立绘.png,0,0,1102,1102
別立ち2_服_笑顔_117,117_薮蛇立绘.png,1102,0,1102,1102
別立ち2_服_憤怒_117,117_薮蛇立绘.png,2204,0,1102,1102
別立ち2_服_発情_117,117_薮蛇立绘.png,3306,0,1102,1102
別立ち2_裸_通常_117,117_薮蛇立绘.png,0,1102,1102,1102
別立ち2_裸_笑顔_117,117_薮蛇立绘.png,1102,1102,1102,1102
別立ち2_裸_憤怒_117,117_薮蛇立绘.png,2204,1102,1102,1102
別立ち2_裸_発情_117,117_薮蛇立绘.png,3306,1102,1102,1102
;别颜绘
別顔2_服_通常_117,117_薮蛇颜绘.png,0,0,689,689
別顔2_服_笑顔_117,117_薮蛇颜绘.png,689,0,689,689
別顔2_服_憤怒_117,117_薮蛇颜绘.png,1378,0,689,689
別顔2_服_発情_117,117_薮蛇颜绘.png,3445,0,689,689
別顔2_裸_通常_117,117_薮蛇颜绘.png,0,689,689,689
別顔2_裸_笑顔_117,117_薮蛇颜绘.png,689,689,689,689
別顔2_裸_憤怒_117,117_薮蛇颜绘.png,1378,689,689,689
別顔2_裸_発情_117,117_薮蛇颜绘.png,3445,689,689,689
別顔2_裸_自慰_117,117_薮蛇颜绘.png,2756,689,689,689
別顔2_裸_愛撫_117,117_薮蛇颜绘.png,0,1378,689,689
別顔2_裸_性交_117,117_薮蛇颜绘.png,689,1378,689,689
別顔2_照れ_117,117_薮蛇颜绘.png,2067,0,689,689
別顔2_吐息_117,117_薮蛇颜绘.png,1378,1378,689,689
別顔2_汗_117,117_薮蛇颜绘.png,2067,1378,689,689
